Party,Criminal Case,Total Assets,Liabilities,state,Education
BJP,1,530000000,200000,MADHYA PRADESH,Graduate
BJP,0,20000000,35000,RAJASTHAN,10th Pass
BJP,0,0,1100000,JHARKHAND,Graduate Professional
BJP,6,40000000,20000000,JHARKHAND,Graduate
AAP,1,8200000,40000000,PUNJAB,10th Pass
BJP,1,160000000,50000000,UTTAR PRADESH,Post Graduate
RJD,9,2930000000,5700000,MAHARASHTRA,10th Pass
BJP,0,20000000,4800000,TRIPURA,Graduate
BJD,1,20000000,10000000,PUNJAB,Post Graduate
AAP,3,2100000,24000,KARNATAKA,Graduate Professional
AAP,1,600000,10000,PUNJAB,Graduate Professional
BJP,2,100000000,3700000,GUJARAT,Graduate Professional
INC,10,20000000,5700000,BIHAR,Graduate
YSRCP,0,190000000,0,ANDHRA PRADESH,Post Graduate
BJP,1,110000000,30000000,KARNATAKA,Graduate Professional
BJP,1,9000000,260000000,MADHYA PRADESH,Post Graduate
JD(U),1,20000000,0,BIHAR,Graduate
BJP,0,9300000,200000000,ODISHA,Graduate Professional
BJP,1,240000000,2600000,UTTAR PRADESH,Doctorate
BJP,0,610000000,0,NAGALAND,12th Pass
INC,19,10000000,40000000,KARNATAKA,10th Pass
RJD,1,40000000,0,BIHAR,12th Pass
BJP,1,20000000,8700000,PUNJAB,10th Pass
YSRCP,0,120000000,500000,ANDHRA PRADESH,Graduate
BJP,0,380000000,2500000,MANIPUR,12th Pass
AAP,3,6200000,3000,HIMACHAL PRADESH,12th Pass
AITC,1,0,1500000,CHHATTISGARH,12th Pass
AAP,1,490000000,270000000,NAGALAND,Doctorate
BJP,0,0,800000,PUNJAB,10th Pass
BJP,0,9900000,900000,PUNJAB,Doctorate
BJP,0,0,5900000,ANDHRA PRADESH,10th Pass
BJP,0,0,4000000,TRIPURA,Graduate
YSRCP,25,500000,2000000,CHHATTISGARH,Post Graduate
IND,1,8500000,1800000,PUNJAB,Graduate
BJP,27,90000000,1000000,TAMIL NADU,Graduate
INC,5,0,10000000,NAGALAND,10th Pass
BJP,0,20000000,0,GUJARAT,10th Pass
RJD,4,70000000,500000,BIHAR,Graduate Professional
AIADMK,5,80000000,130000000,TAMIL NADU,Post Graduate
BJP,7,5600000,0,UTTAR PRADESH,Doctorate
BJP,0,70000000,3500000,GUJARAT,Post Graduate
AAP,2,11560000000,10000000,GOA,10th Pass
IND,38,190000000,150000000,ASSAM,12th Pass
IND,0,50000000,0,BIHAR,Doctorate
DMK,7,180000000,4200000,TAMIL NADU,10th Pass
SP,1,0,0,UTTAR PRADESH,Graduate Professional
RJD,4,20000000,0,BIHAR,12th Pass
INC,0,750000000,0,MADHYA PRADESH,10th Pass
BJP,0,30000000,1100000,GUJARAT,Graduate
YSRCP,1,330000000,70000000,ANDHRA PRADESH,12th Pass
BJP,0,9300000,900,UTTAR PRADESH,Graduate Professional
BJP,0,200000000,1500000,KARNATAKA,Doctorate
INC,7,20000000,6500000,ASSAM,10th Pass
YSRCP,1,9600000,20000000,ANDHRA PRADESH,8th Pass
BJP,0,110000000,20000000,GUJARAT,Post Graduate
BJP,0,6200000,20000000,GUJARAT,Graduate
INC,0,80000000,9800000,RAJASTHAN,Graduate
BJP,0,130000000,3500000,GUJARAT,Graduate
YSRCP,0,50000000,20000000,SIKKIM,Graduate
DMK,0,110000000,1500000,TAMIL NADU,Graduate Professional
BJP,6,3800000,500000,RAJASTHAN,10th Pass
JD(S),0,50000000,6900000,MAHARASHTRA,12th Pass
AITC,1,0,600000,WEST BENGAL,8th Pass
BJP,0,0,100000000,UTTAR PRADESH,5th Pass
DMK,1,2420000000,800000,TAMIL NADU,Post Graduate
BJP,1,0,0,GUJARAT,12th Pass
AITC,0,10000000,0,WEST BENGAL,12th Pass
RJD,1,20000000,0,BIHAR,Graduate Professional
AAP,0,7900000,0,PUNJAB,12th Pass
IND,0,300000000,0,NAGALAND,Post Graduate
JMM,0,110000000,400000,JHARKHAND,Graduate
DMK,6,300000000,0,TAMIL NADU,Post Graduate
AITC,1,10000000,0,WEST BENGAL,Post Graduate
DMK,6,20000000,700000,TAMIL NADU,Graduate Professional
DMK,14,30000000,0,TAMIL NADU,Graduate Professional
SHS,3,320000000,30000000,MAHARASHTRA,Post Graduate
BJP,0,790000000,0,KARNATAKA,Graduate Professional
TDP,0,80000000,45000,RAJASTHAN,12th Pass
SHS,3,0,0,MAHARASHTRA,Graduate Professional
AAP,1,0,700000,DELHI,Graduate
BJP,0,20000000,0,GUJARAT,Literate
BJP,0,0,1900000,RAJASTHAN,Graduate Professional
DMK,12,6100000,800000,TAMIL NADU,Post Graduate
BJP,0,40000000,30000000,UTTARAKHAND,Graduate Professional
AITC,0,10000000,0,WEST BENGAL,12th Pass
YSRCP,0,20000000,2000000,ANDHRA PRADESH,Graduate
AAP,9,9800000,20000000,TRIPURA,Graduate Professional
INC,29,8000000,5200000,JHARKHAND,Graduate Professional
INC,2,130000000,1500000,PUNJAB,Graduate
SP,1,170000000,2000000,RAJASTHAN,Graduate
DMK,17,20000000,900000,TAMIL NADU,8th Pass
JMM,1,20000000,0,JHARKHAND,12th Pass
AAP,3,40000000,0,DELHI,10th Pass
AAP,1,30000000,0,DELHI,Others
INC,1,80000000,40000000,PUNJAB,Graduate Professional
BJP,0,20000000,150000000,CHHATTISGARH,10th Pass
BJP,0,0,5400000,UTTAR PRADESH,Graduate
SHS,3,2200000,20000000,MAHARASHTRA,10th Pass
AAP,0,10000000,0,NAGALAND,Post Graduate
INC,0,20000000,200000,SIKKIM,Graduate
SP,1,0,0,UTTAR PRADESH,Graduate Professional
INC,0,400000,2700000,RAJASTHAN,10th Pass
DMK,7,20000000,4300000,TAMIL NADU,10th Pass
JMM,0,20000000,400000,JHARKHAND,Graduate
BJP,0,180000000,200000,ANDHRA PRADESH,12th Pass
DMK,10,1110000000,30000000,TAMIL NADU,8th Pass
RJD,11,0,10000000,UTTARAKHAND,10th Pass
INC,1,20000000,6600000,ARUNACHAL PRADESH,12th Pass
BJP,1,7000000,0,UTTAR PRADESH,Post Graduate
BJP,0,530000000,1800000,HARYANA,Graduate
YSRCP,1,1500000,1400000,BIHAR,Graduate Professional
INC,1,200000000,40000000,KARNATAKA,Doctorate
BJP,0,560000000,6700000,RAJASTHAN,10th Pass
BJP,0,20000000,20000000,GUJARAT,Others
BJP,0,800000,80000000,NAGALAND,Graduate
YSRCP,0,50000000,70000000,ANDHRA PRADESH,Post Graduate
AAP,8,9500000,500000,WEST BENGAL,12th Pass
BJD,0,10000000,1300000,ODISHA,Post Graduate
BJP,1,400000,2700000,MADHYA PRADESH,10th Pass
AAP,0,40000000,2500000,ANDHRA PRADESH,Graduate Professional
YSRCP,18,280000000,5700000,MAHARASHTRA,Graduate
JD(U),0,20000000,0,BIHAR,Graduate
BJP,0,50000000,1200000,GUJARAT,Doctorate
NCP,1,0,0,MAHARASHTRA,Graduate Professional
BJP,4,0,1700000,BIHAR,10th Pass
TDP,0,0,20000000,KARNATAKA,Graduate
BJP,1,270000000,280000000,ASSAM,Graduate
TDP,0,9400000,100000,ANDHRA PRADESH,Post Graduate
BJP,1,190000000,10000000,GUJARAT,Graduate Professional
BJD,1,50000000,700000,ODISHA,12th Pass
BJP,2,1630000000,3000000,MAHARASHTRA,Graduate
BJP,0,7900000,600000,GUJARAT,5th Pass
BJP,1,6300000,50000,JHARKHAND,Post Graduate
YSRCP,5,180000000,20000000,ANDHRA PRADESH,Graduate
AAP,1,0,1500000,PUNJAB,Post Graduate
AAP,1,510000000,800000,KARNATAKA,Post Graduate
INC,0,10000000,280000000,KERALA,Graduate Professional
AAP,1,20000000,0,WEST BENGAL,12th Pass
DMK,12,400000,2000000,TAMIL NADU,Post Graduate
JD(U),0,0,0,BIHAR,Graduate
DMK,3,20000000,0,TAMIL NADU,Graduate Professional
CPI(M),4,0,0,KERALA,10th Pass
BJP,4,5700000,5900000,RAJASTHAN,10th Pass
BJD,0,20000000,1000000,ODISHA,12th Pass
BJP,0,320000000,5700000,BIHAR,Doctorate
BJP,0,40000000,2800000,BIHAR,Doctorate
IND,0,440000000,10000000,BIHAR,Post Graduate
BJP,0,80000000,0,GUJARAT,Doctorate
INC,1,7100000,2500000,MAHARASHTRA,Graduate Professional
SP,1,0,0,UTTAR PRADESH,Post Graduate
BJP,2,5300000,50000,UTTAR PRADESH,Graduate
INC,0,460000000,8300000,KARNATAKA,Graduate
INC,2,210000000,40000000,KARNATAKA,10th Pass
INC,0,20000000,1500000,PUDUCHERRY,12th Pass
BJP,0,2600000,200000,ARUNACHAL PRADESH,Post Graduate
AAP,1,20000000,0,PUNJAB,12th Pass
BJP,0,20000000,10000000,GUJARAT,10th Pass
INC,7,60000000,30000000,KARNATAKA,Post Graduate
INC,7,680000000,4300000,PUNJAB,Post Graduate
DMK,12,710000000,700000,TAMIL NADU,Post Graduate
DMK,14,80000000,1000000,TAMIL NADU,Graduate Professional
BJP,0,170000000,5100000,UTTARAKHAND,Others
CPI(M),0,1400000,1400000,KERALA,Graduate Professional
YSRCP,0,20000000,20000000,ANDHRA PRADESH,Graduate Professional
INC,0,6200000,6500000,UTTAR PRADESH,Others
JD(U),1,20000000,0,PUNJAB,Graduate
BJP,0,80000000,20000000,GUJARAT,Graduate
BJP,0,640000000,3300000,PUNJAB,Graduate
AAP,5,100000000,0,UTTAR PRADESH,12th Pass
SHS,3,90000000,30000000,MAHARASHTRA,10th Pass
INC,1,20000000,420000000,KARNATAKA,Graduate Professional
BJP,1,0,1700000,GUJARAT,Doctorate
BJP,0,20000000,5400000,UTTAR PRADESH,5th Pass
SP,1,0,0,UTTAR PRADESH,Post Graduate
BJP,1,0,350000000,GOA,Graduate
AAP,1,0,3600000,DELHI,Others
AITC,1,20000000,0,WEST BENGAL,10th Pass
BJP,0,120000000,1100000,GUJARAT,5th Pass
INC,8,0,7500000,KERALA,Graduate Professional
BJD,0,0,3100000,ODISHA,Post Graduate
BJD,0,680000000,1300000,ODISHA,Post Graduate
BJP,0,5500000,3300000,NAGALAND,Graduate
DMK,30,210000000,2000000,TAMIL NADU,Graduate Professional
BJP,1,590000000,33000,UTTAR PRADESH,Graduate Professional
CPI(M),5,20000000,1400000,KERALA,Graduate Professional
INC,8,20000000,20000000,GUJARAT,Graduate Professional
BJP,0,20000000,2000000,MANIPUR,Graduate
INC,1,6700000,40000000,KARNATAKA,Graduate Professional
DMK,3,20000000,30000000,TAMIL NADU,Post Graduate
INC,0,20000000,4900000,PUNJAB,10th Pass
NPP,0,20000000,0,BIHAR,Graduate
BJP,0,200000,1100000,MAHARASHTRA,Graduate Professional
DMK,12,20000000,6700000,TAMIL NADU,10th Pass
AAP,0,10000000,0,PUNJAB,10th Pass
BJP,0,20000000,0,GUJARAT,10th Pass
BJP,1,110000000,2400000,KARNATAKA,Post Graduate
DMK,24,0,1000000,TAMIL NADU,12th Pass
SP,1,20000000,0,UTTAR PRADESH,12th Pass
BJP,1,10000000,0,BIHAR,Doctorate
BJP,34,7900000,5500000,MAHARASHTRA,Post Graduate
DMK,3,20000000,2400000,TAMIL NADU,Graduate Professional
CPI(M),0,0,0,KERALA,Post Graduate
BJP,0,3600000,700000,KERALA,Graduate Professional
BJP,3,140000000,900000,JHARKHAND,Graduate Professional
AAP,0,420000000,45000,MADHYA PRADESH,Graduate
SP,1,0,0,UTTAR PRADESH,10th Pass
BJP,1,30000000,0,MANIPUR,Graduate Professional
BJP,1,20000000,3000000,MANIPUR,Post Graduate
BJP,18,40000000,5800000,BIHAR,Graduate Professional
BJP,0,20000000,300000,GUJARAT,Literate
BJP,0,20000000,4500000,MEGHALAYA,Post Graduate
BJP,1,0,80000000,MAHARASHTRA,Graduate Professional
INC,1,20000000,50000000,KARNATAKA,10th Pass
DMK,0,150000000,1000000,TAMIL NADU,Graduate Professional
BJP,0,180000000,600000,PUNJAB,Graduate Professional
JD(U),1,20000000,0,BIHAR,12th Pass
INC,0,10000000,80000,KARNATAKA,10th Pass
DMK,23,20000000,900000,TAMIL NADU,Post Graduate
CPI(M),0,20000000,20000000,KERALA,Graduate Professional
BJP,1,890000000,7500000,ARUNACHAL PRADESH,Graduate
AAP,0,300000,80000000,KARNATAKA,Graduate Professional
DMK,22,10000000,200000,TAMIL NADU,Post Graduate
BJP,0,40000000,270000000,MANIPUR,Post Graduate
BJP,7,110000000,2000000,RAJASTHAN,5th Pass
IND,0,500000,3600000,MAHARASHTRA,Graduate Professional
BJP,0,20000000,5900000,KARNATAKA,12th Pass
BJD,3,20000000,0,ODISHA,Graduate
BJP,1,920000000,4800000,MAHARASHTRA,10th Pass
SHS,38,4900000,130000000,PUDUCHERRY,Graduate Professional
AITC,4,20000000,3000000,BIHAR,12th Pass
BJP,1,240000000,1800000,UTTAR PRADESH,Doctorate
AAP,3,110000000,100000,MAHARASHTRA,10th Pass
DMK,5,150000000,900000,TAMIL NADU,Graduate Professional
YSRCP,0,50000000,0,GOA,12th Pass
SP,18,0,0,TRIPURA,Graduate Professional
NDPP,0,30000000,0,JHARKHAND,Post Graduate
AAP,0,70000000,1900000,HARYANA,Post Graduate
BJP,0,20000000,100000,CHHATTISGARH,Graduate
BJP,0,2900000,200000000,TRIPURA,Post Graduate
JMM,7,6400000,1800000,JHARKHAND,Graduate
BJP,0,50000000,1700000,GUJARAT,Others
NPP,0,20000000,10000000,PUNJAB,12th Pass
IND,0,80000000,700000,WEST BENGAL,Graduate
INC,1,140000000,1400000,KERALA,Graduate Professional
BJP,0,680000000,2400000,UTTAR PRADESH,12th Pass
AITC,1,590000000,0,WEST BENGAL,Graduate
DMK,7,2000000,6900000,KARNATAKA,Graduate Professional
INC,4,70000000,700000,RAJASTHAN,Graduate Professional
NPP,3,0,4700000,ODISHA,Post Graduate
Sikkim Krantikari Morcha,0,2400000,0,PUNJAB,Graduate
DMK,10,0,0,TAMIL NADU,Graduate Professional
BJP,1,6000000,9800000,HARYANA,Graduate
BJP,1,6200000,2300000,HARYANA,Graduate
IND,0,70000000,0,NAGALAND,Graduate
BJD,0,20000000,0,ODISHA,Post Graduate
BJP,0,600000,70000000,UTTAR PRADESH,Graduate
BJP,1,180000000,2500000,WEST BENGAL,10th Pass
BJP,0,20000000,1700000,GUJARAT,Graduate
BJP,0,0,240000000,UTTAR PRADESH,10th Pass
AIADMK,87,0,2400000,TAMIL NADU,Graduate
DMK,12,20000000,1000000,TAMIL NADU,Graduate Professional
BJP,7,6400000,8800000,MAHARASHTRA,Graduate
BJP,6,0,0,UTTAR PRADESH,10th Pass
Sikkim Krantikari Morcha,0,310000000,400000,BIHAR,12th Pass
TDP,1,40000000,0,BIHAR,Graduate Professional
INC,0,40000000,800000,KARNATAKA,Graduate Professional
AAP,52,6600000,0,TAMIL NADU,Graduate Professional
BJP,0,590000000,5000000,HARYANA,Graduate Professional
BJD,5,20000000,0,ODISHA,Post Graduate
NCP,1,230000000,4800000,TRIPURA,Post Graduate
INC,1,100000000,0,MAHARASHTRA,12th Pass
BJP,1,0,6300000,RAJASTHAN,Graduate Professional
BJP,1,60000000,0,BIHAR,Graduate Professional
BJP,0,3100000,5200000,RAJASTHAN,Graduate
INC,0,0,6100000,SIKKIM,Graduate
BJP,1,20000000,3000000,UTTARAKHAND,12th Pass
INC,0,100000000,5900000,RAJASTHAN,10th Pass
YSRCP,1,190000000,0,GOA,Post Graduate
AITC,2,0,0,WEST BENGAL,10th Pass
SP,1,120000000,190000000,UTTAR PRADESH,10th Pass
YSRCP,0,0,100000,ANDHRA PRADESH,Graduate Professional
SP,1,70000000,0,WEST BENGAL,Graduate Professional
AAP,1,20000000,6000000,DELHI,Others
YSRCP,1,0,50000000,MAHARASHTRA,10th Pass
AAP,1,0,9800000,DELHI,Graduate
BJP,0,2700000,50000000,MAHARASHTRA,Graduate Professional
BJP,0,7300000,43000,PUDUCHERRY,Graduate Professional
INC,1,480000000,40000000,KARNATAKA,10th Pass
INC,0,150000000,2800000,KARNATAKA,Graduate
BJP,3,40000000,2000000,PUDUCHERRY,Graduate Professional
BJP,1,1090000000,110000000,HIMACHAL PRADESH,10th Pass
BJD,1,300000000,3100000,ODISHA,Post Graduate
BJP,0,20000000,0,GOA,Post Graduate
INC,8,160000000,20000000,BIHAR,Graduate Professional
DMK,12,0,1000000,TAMIL NADU,Post Graduate
SP,1,0,0,UTTAR PRADESH,Post Graduate
BJP,0,20000000,600000,GUJARAT,Doctorate
AAP,11,20000000,0,BIHAR,12th Pass
BJP,0,2960000000,100000,MADHYA PRADESH,Graduate
INC,10,440000000,9900000,PUNJAB,Graduate
AAP,3,2200000,1000000,BIHAR,Graduate Professional
DMK,23,0,0,TAMIL NADU,Graduate Professional
BJP,0,5600000,0,MANIPUR,Post Graduate
INC,18,1100000000,500000,MAHARASHTRA,10th Pass
BJP,4,250000000,1140000000,HARYANA,10th Pass
JMM,0,50000000,400000,JHARKHAND,Post Graduate
AAP,3,20000000,20000000,MAHARASHTRA,10th Pass
INC,4,600000,60000000,MAHARASHTRA,Post Graduate
SP,1,30000000,0,UTTAR PRADESH,Graduate Professional
BJP,9,350000000,9400000,KARNATAKA,Graduate Professional
AAP,0,90000000,1100000,DELHI,10th Pass
BJD,11,10000000,0,ODISHA,12th Pass
IND,1,9100000,1800000,TAMIL NADU,10th Pass
BJP,6,10000000,2000000,MAHARASHTRA,10th Pass
BJP,0,680000000,5000000,RAJASTHAN,10th Pass
AAP,8,0,5000000,KERALA,Graduate Professional
BJP,1,80000000,2700000,ARUNACHAL PRADESH,10th Pass
INC,0,0,80000000,CHHATTISGARH,Graduate
BJP,1,2100000,1020000000,UTTAR PRADESH,10th Pass
BJP,5,8900000,0,BIHAR,12th Pass
CPI(M),0,20000000,0,KERALA,10th Pass
AAP,1,1900000,1400000,KERALA,Graduate Professional
BJP,5,70000000,7900000,BIHAR,10th Pass
AIADMK,13,0,100000,TAMIL NADU,Post Graduate
BJP,0,2900000,260000000,KARNATAKA,Graduate Professional
BJP,0,0,700000,MEGHALAYA,12th Pass
TDP,0,0,8200000,ANDHRA PRADESH,10th Pass
CPI(M),5,2930000000,300000,KERALA,Graduate Professional
BJD,0,6800000,0,ODISHA,Post Graduate
DMK,10,20000000,60000000,TAMIL NADU,10th Pass
DMK,52,30000000,1000000,TAMIL NADU,Graduate Professional
INC,0,60000000,50000,CHHATTISGARH,Post Graduate
BJP,0,50000000,50000,ASSAM,12th Pass
CPI(M),1,5300000,0,KERALA,Graduate Professional
DMK,16,1400000,190000000,TAMIL NADU,Post Graduate
AAP,0,3600000,6000000,ANDHRA PRADESH,12th Pass
IND,1,50000000,200000,MEGHALAYA,12th Pass
CPI(M),4,0,0,KERALA,12th Pass
SP,1,0,1800000,UTTAR PRADESH,Post Graduate
BJP,5,2900000,20000000,PUNJAB,Graduate Professional
BJP,0,20000000,6300000,MADHYA PRADESH,12th Pass
DMK,5,20000000,900000,TAMIL NADU,Graduate
BJP,0,1300000,70000000,MAHARASHTRA,Graduate Professional
YSRCP,0,20000000,4400000,BIHAR,12th Pass
YSRCP,1,20000000,8500000,MAHARASHTRA,Graduate
BJP,0,40000000,600000,PUNJAB,Graduate Professional
BJP,0,6100000,1500000,WEST BENGAL,8th Pass
BJP,0,0,20000000,DELHI,Graduate
BJD,1,20000000,20000000,ODISHA,Post Graduate
INC,16,800000,110000000,GOA,Graduate
CPI(M),1,1900000,2900000,KERALA,Graduate Professional
INC,1,340000000,7000000,GOA,Graduate
AITC,0,70000000,2700000,WEST BENGAL,12th Pass
BJP,29,20000000,10000000,ASSAM,Post Graduate
YSRCP,0,1400000,5200000,ANDHRA PRADESH,Graduate Professional
DMK,10,20000000,1000000,TAMIL NADU,Post Graduate
INC,1,9900000,8400000,TAMIL NADU,10th Pass
CPI(M),4,10000000,0,KERALA,Graduate Professional
BJP,0,50000000,0,GUJARAT,12th Pass
AAP,1,0,0,WEST BENGAL,10th Pass
INC,0,9700000,30000000,KARNATAKA,Graduate
BJP,5,70000000,0,UTTAR PRADESH,10th Pass
DMK,7,5800000,4300000,TAMIL NADU,8th Pass
BJP,1,270000000,10000000,MAHARASHTRA,Graduate Professional
INC,1,18000,3800000,MADHYA PRADESH,10th Pass
JD(U),0,3400000,74000,MADHYA PRADESH,Graduate
BJP,0,600000,5100000,UTTAR PRADESH,Post Graduate
BJP,0,60000000,500000,KARNATAKA,Graduate
BJP,0,50000000,3300000,MEGHALAYA,Graduate Professional
RJD,0,20000000,0,BIHAR,12th Pass
DMK,16,260000000,0,TAMIL NADU,12th Pass
BJP,0,0,0,UTTAR PRADESH,Doctorate
BJP,9,50000000,140000000,MAHARASHTRA,Graduate
AAP,1,70000000,8900000,DELHI,12th Pass
SHS,3,0,28000,MAHARASHTRA,10th Pass
BJP,0,4200000,1600000,GUJARAT,Graduate
BJP,1,0,10000000,GUJARAT,Others
BJP,1,170000000,20000000,HARYANA,Graduate Professional
SP,0,110000000,0,UTTAR PRADESH,Post Graduate
BJD,0,80000000,4500000,ODISHA,Post Graduate
BJP,1,340000000,1200000,CHHATTISGARH,5th Pass
IND,9,20000000,400000,RAJASTHAN,Graduate Professional
BJP,1,0,1600000,PUNJAB,Graduate Professional
BJP,5,20000000,0,HARYANA,12th Pass
BJP,4,510000000,0,BIHAR,Graduate Professional
BJP,0,190000000,600000,NAGALAND,Graduate
INC,5,2930000000,350000000,PUNJAB,Graduate Professional
AITC,1,20000000,0,PUDUCHERRY,10th Pass
RJD,4,70000000,3800000,BIHAR,12th Pass
BJP,0,2960000000,3600000,BIHAR,Doctorate
BJP,1,1280000000,100000,BIHAR,Graduate Professional
BJP,0,1100000,400000,GUJARAT,Graduate
Sikkim Krantikari Morcha,1,60000000,100000000,MAHARASHTRA,Post Graduate
SP,1,10000000,20000000,MADHYA PRADESH,12th Pass
YSRCP,0,350000000,70000000,ANDHRA PRADESH,Graduate Professional
AAP,0,20000000,0,UTTAR PRADESH,10th Pass
SP,0,20000000,0,WEST BENGAL,10th Pass
SP,0,0,600000,UTTAR PRADESH,Graduate
BJP,0,30000000,20000000,SIKKIM,Graduate
DMK,12,0,60000000,TAMIL NADU,Graduate Professional
BJP,7,0,4700000,MAHARASHTRA,10th Pass
BJP,1,7700000,4800000,PUNJAB,Post Graduate
BJP,1,20000000,0,KARNATAKA,Doctorate
DMK,8,80000000,130000000,TAMIL NADU,Graduate Professional
YSRCP,0,20000000,2000000,ANDHRA PRADESH,Graduate Professional
AITC,0,20000000,400000,WEST BENGAL,10th Pass
BJP,0,40000000,50000000,MAHARASHTRA,10th Pass
BJP,1,1000000,0,UTTAR PRADESH,12th Pass
INC,1,0,120000000,MAHARASHTRA,Post Graduate
INC,1,60000000,10000000,KARNATAKA,Graduate Professional
NCP,1,20000000,500000,MAHARASHTRA,10th Pass
BJP,0,140000000,4800000,KARNATAKA,Graduate Professional
BJP,0,20000000,20000000,BIHAR,12th Pass
SHS,3,300000,30000000,MAHARASHTRA,10th Pass
AAP,1,20000000,1500000,PUNJAB,Post Graduate
BJP,0,300000000,1500000,GUJARAT,Others
SHS,3,0,3200000,MAHARASHTRA,12th Pass
AAP,2,7600000,0,WEST BENGAL,10th Pass
Tipra Motha Party,6,0,70000000,UTTAR PRADESH,Graduate
AITC,1,20000000,0,WEST BENGAL,Graduate Professional
INC,1,2930000000,210000000,KARNATAKA,10th Pass
CPI(M),1,50000000,1400000,KERALA,Graduate Professional
INC,34,790000000,360000000,JHARKHAND,Graduate
NCP,6,20000000,0,MAHARASHTRA,10th Pass
BJP,0,70000000,0,NAGALAND,Post Graduate
DMK,5,70000000,900000,TAMIL NADU,Graduate Professional
RJD,11,0,2700000,ODISHA,Graduate Professional
AAP,1,6500000,5200000,ANDHRA PRADESH,Graduate Professional
DMK,7,60000000,30000000,TAMIL NADU,8th Pass
BJP,0,80000000,2800000,GUJARAT,Post Graduate
YSRCP,0,300000000,0,ANDHRA PRADESH,Post Graduate
BJP,0,0,1110000000,UTTAR PRADESH,Graduate Professional
BJP,0,1800000,3300000,MAHARASHTRA,12th Pass
BJP,8,20000000,1100000,GUJARAT,10th Pass
INC,5,10000000,420000000,PUNJAB,10th Pass
IND,0,7600000,1200000,MAHARASHTRA,Post Graduate
YSRCP,0,30000000,1800000,MADHYA PRADESH,Graduate
AAP,2,3500000,9600000,DELHI,12th Pass
BJP,0,0,0,GUJARAT,12th Pass
DMK,17,6680000000,6100000,TAMIL NADU,10th Pass
BJP,1,10000000,40000000,KARNATAKA,Graduate Professional
CPI(M),5,20000000,1400000,KERALA,Graduate Professional
AITC,0,510000000,2700000,MEGHALAYA,12th Pass
INC,10,0,1700000,KARNATAKA,10th Pass
INC,0,80000000,4000000,HIMACHAL PRADESH,Post Graduate
JD(U),4,20000000,100000,UTTAR PRADESH,12th Pass
BJP,0,20000000,1900000,TRIPURA,10th Pass
BJD,0,20000000,300000,ODISHA,Post Graduate
DMK,5,10000000,2000000,TAMIL NADU,Graduate Professional
DMK,6,70000000,7500000,TAMIL NADU,Post Graduate
NPP,0,160000000,20000000,JHARKHAND,Graduate Professional
BJP,1,6700000,20000000,UTTARAKHAND,Graduate Professional
AITC,13,4200000,4100000,WEST BENGAL,Others
AAP,0,20000000,0,BIHAR,12th Pass
CPI(M),4,10000000,0,KERALA,10th Pass
AITC,4,100000000,0,BIHAR,12th Pass
BJP,1,490000000,0,PUNJAB,Graduate Professional
BJP,7,140000000,320000000,GUJARAT,Graduate Professional
BJP,0,1150000000,8000000,HIMACHAL PRADESH,Graduate
DMK,22,280000000,220000000,TAMIL NADU,Post Graduate
BJP,0,60000000,1200000,GUJARAT,5th Pass
YSRCP,0,50000000,500000,ANDHRA PRADESH,10th Pass
AAP,1,700000000,20000000,MADHYA PRADESH,Graduate
SP,1,2200000,7400000,PUNJAB,10th Pass
INC,6,150000000,3600000,TAMIL NADU,12th Pass
BJP,0,0,2400000,ARUNACHAL PRADESH,10th Pass
BJP,1,530000000,470000000,UTTAR PRADESH,Graduate Professional
DMK,12,20000000,0,TAMIL NADU,Post Graduate
BJP,1,410000000,800000,KARNATAKA,12th Pass
BJP,0,110000000,60000000,CHHATTISGARH,Graduate Professional
JMM,1,0,0,JHARKHAND,10th Pass
BJP,1,50000000,400000,BIHAR,12th Pass
INC,1,630000000,40000000,KERALA,10th Pass
BJP,0,0,7900000,HARYANA,Graduate
RJD,4,20000000,0,BIHAR,Graduate Professional
BJP,18,20000000,500000,GUJARAT,10th Pass
YSRCP,1,20000000,20000000,ANDHRA PRADESH,8th Pass
INC,8,120000000,1700000,PUNJAB,Graduate
BJP,3,0,0,UTTAR PRADESH,Graduate
BJP,0,90000000,5400000,CHHATTISGARH,Graduate
BJD,0,50000000,10000000,ODISHA,Post Graduate
BJP,0,20000000,10000000,GUJARAT,Post Graduate
BJP,1,20000000,300000,GUJARAT,Literate
AIADMK,6,70000000,70000000,TAMIL NADU,Graduate Professional
BJP,0,50000000,0,HARYANA,10th Pass
AAP,0,5100000,0,MEGHALAYA,Graduate
BJP,0,70000000,140000000,MADHYA PRADESH,Graduate Professional
BJP,1,270000000,30000000,MAHARASHTRA,12th Pass
IND,0,90000000,10000000,GUJARAT,Graduate
BJP,0,7500000,6000000,MADHYA PRADESH,10th Pass
INC,7,6600000,9400000,MADHYA PRADESH,Post Graduate
BJP,0,0,700000,GUJARAT,Graduate Professional
BJP,0,20000000,1800000,GUJARAT,Graduate Professional
AAP,8,0,8200000,GUJARAT,Others
BJP,0,4400000,39000,PUNJAB,10th Pass
BJP,0,40000000,1900000,UTTAR PRADESH,Graduate Professional
CPI(M),5,20000000,0,KERALA,Graduate Professional
Sikkim Krantikari Morcha,0,0,420000000,ANDHRA PRADESH,Graduate
NPP,0,0,3900000,PUNJAB,10th Pass
AAP,38,20000000,0,DELHI,Graduate Professional
